" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0027721","nm0051019","Havi 200 fix","Havi 200 fix","1936","Comedy"
"tt0027723","nm0114266","Head Office","Head Office","1936","Drama"
"tt0027742","nm0245385","High Tension","High Tension","1936","Comedy"
"tt0027752","nm0654868","The Only Son","Hitori musuko","1936","Drama"
"tt0027879","nm0170973","Legion of Terror","Legion of Terror","1936","Action,Adventure,Crime"
"tt0027928","\N","Madrid tumba del fascio II","Madrid tumba del fascio II","1936","Documentary,Short,War"
"tt0027967","nm0882795","Mieheke","Mieheke","1936","Comedy,Romance"
"tt0027988","nm0909044","Moscow Moods","Moscow Moods","1936","Music,Short"
"tt0028006","nm0560395","Musica in piazza","Musica in piazza","1936","Comedy"
"tt0028082","nm0843636","Pan Twardowski","Pan Twardowski","1936","Fantasy,Horror"
"tt0028166","nm0273203","La reina mora","La reina mora","1937","Musical"
"tt0028244","nm0783461","Shakedown","Shakedown","1936","Action,Crime,Drama"
"tt0028264","nm0522635","Sky Parade","Sky Parade","1936","Drama"
"tt0028269","nm0502752,nm0920074","Small Town Girl","Small Town Girl","1936","Comedy,Romance"
"tt0028286","nm0045800","Sons o' Guns","Sons o' Guns","1936","Comedy"
"tt0028308","nm0593632,nm0761770","Stars on Parade","Stars on Parade","1936","Musical"
"tt0028374","nm0782707","The 3 Wise Guys","The Three Wise Guys","1936","Drama"
"tt0028398","nm0291387","Tough Guy","Tough Guy","1936","Action,Crime,Drama"
"tt0028401","nm0368871","The Trail of the Lonesome Pine","The Trail of the Lonesome Pine","1936","Drama,Romance"
"tt0028430","nm0294266","Two Who Dared","A Woman Alone","1936","Drama,Romance"
"tt0028438","nm0304098","The Life and Loves of Beethoven","Un grand amour de Beethoven","1936","Biography,Drama,Music"
"tt0028494","nm0293989","When I Yoo Hoo","When I Yoo Hoo","1936","Animation,Comedy,Family"
"tt0028577","nm0072872","The Angelus","The Angelus","1937","Crime"
"tt0025887","nm0195496","The Three Cornered Hat","The Three Cornered Hat","1935","Comedy"
"tt0025913","nm0726166","Triumph of the Will","Triumph des Willens","1935","Documentary,History,War"
"tt0132900","nm0640248","The Cheyenne Tornado","The Cheyenne Tornado","1935","Western"
"tt0127595","nm4959381","I Cruzeiro de Férias às Colónias do Ocidente","I Cruzeiro de Férias às Colónias do Ocidente","1936","Documentary"
"tt0127674","\N","Malveira","Malveira","1937","Documentary"
"tt0127947","\N","Uma Vila Ribatejana","Uma Vila Ribatejana","1937","Documentary"
"tt0128200","nm0182036,nm0896675","Exposição de Pesca e Parada dos Pescadores da Póvoa de Varzim","Exposição de Pesca e Parada dos Pescadores da Póvoa de Varzim","1937","Documentary"
"tt0128412","nm0182036","Polícia Portuguesa","Polícia Portuguesa","1936","Documentary"
"tt0128431","\N","Rancho dos Esticadinhos","Rancho dos Esticadinhos","1936","Documentary"
"tt0128510","nm0896675","Sines","Sines","1937","Documentary"
"tt0128959","nm1239954","Beethoven Concerto","Kontsert Bethovena","1937",NULL
"tt0140551","nm0441947","Sky Racket","Sky Racket","1937","Action,Drama,Romance"
"tt0137864","nm0635969,nm0845290","Kaikenlaisia vieraita","Kaikenlaisia vieraita","1936","Comedy"
"tt0148326","nm0204190","In My Gondola","In My Gondola","1936","Animation,Comedy,Music"
"tt0138653","nm0006943","New News","New News","1937","Comedy,Short"
"tt0139881","nm0679283","El bastardo","El bastardo","1937","Drama"
"tt0145864","nm0718201","Kalif Storch","Kalif Storch","1935","Animation"
"tt0146273","nm0718201,nm0281556","Silhouetten","Silhouetten","1936","Animation,Drama,Music"
"tt0146848","nm0412650","Happy Days","Happy Days","1936","Animation,Short"
"tt0147049","nm0605034","The Melody Maker","The Minstrel Boy","1937","Musical"
"tt0143321","nm0885248","Jeunes filles à marier","Jeunes filles à marier","1935","Comedy"
"tt0143791","nm0159414","Paris","Paris","1937","Comedy,Drama"
"tt0147313","nm0856056,nm0608487","The Sailor's Home","The Sailor's Home","1936","Animation,Comedy,Short"
"tt0147557","nm0438002","The Student's Romance","The Student's Romance","1935","Musical"
"tt0150031","\N","Canine Capers","Canine Capers","1937","Animation,Short"
"tt0150845","nm0111278","Harmonika","Harmonika","1937","Drama"
"tt0162904","nm0520419","Caught in the Act","Caught in the Act","1936","Comedy,Romance,Short"
"tt0151419","nm0365489,nm0332441","Lyin' Hunter","Lyin' Hunter","1937","Animation,Short"
"tt0151602","nm0856056,nm0608487","Moans and Groans","Moans and Groans","1935","Animation,Short"
"tt0152157","nm0205074,nm0330207","Red Hot Music","Red Hot Music","1937","Animation,Short"
"tt0152237","nm0805628","Rozkosný príbeh","Rozkosný príbeh","1936","Comedy,Musical,Romance"
"tt0152287","nm0012540","Saqi","Saqi","1937",NULL
"tt0152331","\N","Scrappy's News Flashes","Scrappy's News Flashes","1937","Animation,Short"
"tt0152464","nm0330207,nm0205074","Skunked Again","Skunked Again","1936","Animation,Short"
"tt0153611","nm0911167","Vydelecne zeny","Vydelecne zeny","1937",NULL
"tt0167814","nm0823864","Carnival Day","Carnival Day","1936","Comedy,Crime,Romance"
"tt0165615","nm0890085","All In","All In","1936","Comedy"
"tt0165641","nm0890466,nm0834759","Bing Bang","Bing Bang","1935",NULL
"tt0168890","nm0404614","Intimate Relations","Intimate Relations","1937","Comedy"
"tt0175369","nm0823906","Zwischen Sahara und Nürburgring","Zwischen Sahara und Nürburgring","1936","Documentary"
"tt0172259","nm0130024","Colturi din România","Colturi din România","1936","Documentary"
"tt0179959","nm0124571","Accursed Be Woman","Malditas serán las mujeres","1936","Drama"
"tt0192838","nm0155545","Night Run","Ye ben","1937",NULL
"tt0182460","nm0285551","Stranger Than Fiction, #16","Stranger Than Fiction, #16","1935","Documentary,Short"
"tt0182463","nm0285551","Stranger Than Fiction, #7","Stranger Than Fiction, #7","1935","Documentary,Short"
"tt0183025","nm0160108","Les dégourdis de la 11ème","Les dégourdis de la 11ème","1937","Comedy"
"tt0193460","nm0477087","Renyan Kewei","Renyan Kewei","1936","Drama"
"tt0196555","nm0076424","Femmes","Femmes","1937","Drama"
"tt0197121","nm0592238,nm0005731","À nous deux, madame la vie","À nous deux, madame la vie","1937","Drama"
"tt0197962","nm0238810","Touche-à-Tout","Touche-à-Tout","1935",NULL
"tt0214041","nm0223465","Rajput Ramani","Rajput Ramani","1936","Adventure"
"tt0230021","nm0419365","Bambai Ki Billi","Bambai Ki Billi","1936","Crime,Drama"
"tt0199403","nm0131891","La caserne en folie","La caserne en folie","1935",NULL
"tt0205227","nm0508528","Liu shi liu hao wu","Liu shi liu hao wu","1936",NULL
"tt0205837","nm0538032,nm0313124,nm0872112","Condottieri","Condottieri","1937","Adventure,War"
"tt0216416","nm0817069","Wings Over the Atlantic","Wings Over the Atlantic","1937",NULL
"tt0228108","nm0650375","A Wife's Calvary","El calvario de una esposa","1936","Drama"
"tt0231263","nm0440588","Bhishma","Bhishma","1937",NULL
"tt0231293","nm0314777","Bretter, die die Welt bedeuten","Bretter, die die Welt bedeuten","1935",NULL
"tt0232287","nm0451844","Passing Show","Passing Show","1936","Action"
"tt0194354","nm0587293","Sesir","Sesir","1937","Comedy,Short"
"tt0234821","nm0805628","Studentská máma","Studentská máma","1935","Comedy,Romance"
"tt0194526","nm0744514","West Point of the South","West Point of the South","1936","Documentary,Short"
"tt0247495","nm0621265","Mahatma Kabirdas","Mahatma Kabirdas","1936",NULL
"tt0235674","\N","Primitive Pitcairn","Primitive Pitcairn","1936","Documentary,Short"
"tt0241641","nm0433292","Der Kosak und die Nachtigall","Der Kosak und die Nachtigall","1935","Romance,Thriller"
"tt0241942","nm0591913","Shaitan Ka Pash","Shaitan Ka Pash","1936",NULL
"tt0247547","\N","Mussolini Visits Hitler","Mussolini in Deutschland","1937","Documentary,History,Short"
"tt0249041","nm0353435","Nachtwache im Paradies","Nachtwache im Paradies","1937",NULL
"tt0261826","nm0075242","Mdinaris gagma","Mdinaris gagma","1935","Drama,Romance"
"tt0249633","nm0782703","Die Jugendsünde","Die Jugendsünde","1936",NULL
"tt0250500","nm2004207,nm0596034","Lobsters","Lobsters","1935","Short"
"tt0272280","nm0802367","Romantic India","Romantic India","1936",NULL
"tt0264522","nm0883388","Delhi Express","Delhi Express","1935",NULL
"tt0270221","nm0836994","Balayogini","Balayogini","1936",NULL
"tt0257431","nm0792491","Bars and Stripes","Bars and Stripes","1937","Music,Short"
"tt0278332","nm0816884,nm0893851","The Adventures of Pinocchio","Le avventure di Pinocchio","1936","Animation,Fantasy"
"tt0278901","\N","Adarsh Mahila","Adarsh Mahila","1937",NULL
"tt0309958","nm1137436,nm1137437","One-Room Schoolhouses","One-Room Schoolhouses","1935","Documentary,Short"
"tt0292993","nm0086486","Broker's Follies","Broker's Follies","1937","Comedy,Musical,Short"
"tt0288615","nm0423329","De man zonder hart","De man zonder hart","1937","Drama"
"tt0295327","nm1048519,nm0634407","Hvad er verden?","Hvad er verden?","1935",NULL
"tt0296539","nm0909044","Broadway Highlights No. 2","Broadway Highlights No. 2","1935","Short"
"tt0326752","nm0914923","Bashful Buddies","Bashful Buddies","1936","Short"
"tt0326996","nm0914923","Just Plain Folks","Just Plain Folks","1936","Comedy,Short"
"tt0345456","nm0533073","Jacques Fray and His Orchestra","Jacques Fray and His Orchestra","1937","Music,Short"
"tt0351388","nm0950662,nm0951089","Myach i serdtse","Myach i serdtse","1935","Comedy"
"tt0404778","nm0804434","Archiv Skladanowsky","Archiv Skladanowsky","1936","Short"
"tt0352286","nm1317978","Devushka s Kamchatki","Devushka s Kamchatki","1937",NULL
"tt0381465","nm0294137","The Officer's Mess","The Officer's Mess","1935","Comedy,Short"
"tt0349438","nm0495534","Fedka","Fedka","1937",NULL
"tt0420237","nm1672035","Tako sawagi","Tako sawagi","1936","Animation,Short"
"tt0406537","nm0162825","Los apuros del chicote","Los apuros del chicote","1936","Comedy,Short"
"tt0437135","nm0232146","Copenhagen","Copenhagen","1937","Documentary,Short"
"tt0434247","nm0353721","Ochaduke-zamurai","Ochaduke-zamurai","1936",NULL
"tt0442381","nm0901874","Das Ochsenmenuett","Das Ochsenmenuett","1936","Short"
"tt0442935","nm0458692","Bluff","Bluff","1937","Short"
"tt0444460","nm0901874","Standesamt 10.15 Uhr","Standesamt 10.15 Uhr","1936","Short"
"tt0445727","nm1031855,nm1034508","Sommerturen","Sommerturen","1937","Short"
"tt0442261","nm0901874","Horch, horch, die Lerch im Ätherblau","Horch, horch, die Lerch im Ätherblau","1936","Short"
"tt0442281","nm0106218","Jewel of Asia","Jewel of Asia","1937","Documentary"
"tt0459185","nm1465137","Auf eigene Faust","Auf eigene Faust","1936","Short"
"tt0448744","nm1999960","Shaheed-E-Mohabbat","Shaheed-E-Mohabbat","1936",NULL
"tt0477928","nm0161529","New Women","Xin nü xing","1935","Drama"
"tt0499061","nm1779876","Der neue Schiffsjunge","Der neue Schiffsjunge","1936","Short"
"tt0481969","nm0292919","Wer hat Angst vor Marmaduke?","Wer hat Angst vor Marmaduke?","1937","Short"
"tt0497180","\N","Ang Buhok ni Ester","Ang Buhok ni Ester","1936","Drama"
"tt0847564","nm0533073","Hotel a la Swing","Hotel a la Swing","1937","Comedy,Musical,Short"
"tt0757919","nm0456281","Papas Fehltritt","Papas Fehltritt","1937","Short"
"tt0791585","nm1593768","Teniente Rosario","Teniente Rosario","1937",NULL
"tt1018720","nm0914923","Gay Old Days","Gay Old Days","1935","Comedy,Musical,Short"
"tt0867371","nm0839351","Olympic yokochô","Olympic yokochô","1937",NULL
"tt0923943","nm0225950","Tischlein deck dich","Tischlein deck dich","1936","Animation,Short"
"tt0961144","nm2552954","Ikach","Ikach","1937",NULL
"tt1016224","nm0914923","Personality and the Pen","Personality and the Pen","1935","Short"
"tt0896995","nm0914923","Who's Crazy?","Who's Crazy?","1937","Comedy,Short"
"tt0949419","nm0270838","The Sea Devil","Havets djavul","1937","Documentary,Short"
"tt0974646","\N","Sor Matilde","Sor Matilde","1935",NULL
"tt0997444","nm1012461","Fahndungsakte D.V.C. 452 - Ein Tatsachenbericht","Fahndungsakte D.V.C. 452 - Ein Tatsachenbericht","1937","Short"
"tt0029825","nm0883334","Az én lányom nem olyan","Az én lányom nem olyan","1937","Comedy"
"tt0025438","nm0585931","Dimmed Lights","Luci sommerse","1936","Drama"
"tt0025697","nm0309186","Qué tío más grande","Qué tío más grande","1935",NULL
"tt0025703","nm0062759","A Real Bloke","A Real Bloke","1935","Drama"
"tt0022764","\N","A Cidade do Nabão","A Cidade do Nabão","1937","Documentary"
"tt0023857","nm0782707","Buried Loot","Buried Loot","1935","Crime,Drama,Short"
"tt0027031","nm0281487","The Spinach Overture","The Spinach Overture","1935","Animation,Comedy,Family"
"tt0027100","nm0359457","Three Orphan Kittens","Three Orphan Kittens","1935","Animation,Comedy,Family"
"tt0027153","nm0916125","Unconquered Bandit","Unconquered Bandit","1935","Action,Adventure,Romance"
"tt0027168","nm0116103","Vanity","Vanity","1935","Drama"
"tt0027178","nm0255980,nm0363228","La viuda quería emociones","La viuda quería emociones","1935",NULL
"tt0027212","nm0359457","Who Killed Cock Robin?","Who Killed Cock Robin?","1935","Animation,Comedy,Family"
"tt0027255","nm0627864","Aces and Eights","Aces and Eights","1936","Action,Crime,Western"
"tt0027315","nm0293989","At Your Service Madame","At Your Service Madame","1936","Animation,Comedy,Family"
"tt0027335","nm0379092","Bars of Hate","Bars of Hate","1935","Crime,Drama,Romance"
"tt0027396","nm0568915","Brides Are Like That","Brides Are Like That","1936","Comedy,Romance"
"tt0027537","nm0831577","Don't Turn 'em Loose","Don't Turn 'em Loose","1936","Action,Crime,Drama"
"tt0027583","nm0345997","Estampas guerreras. Número 2","Estampas guerreras. Número 2","1937","Documentary,Short,War"
"tt0027662","nm0454734","Gay Old Dog","Gay Old Dog","1935","Comedy"
"tt0027736","nm0782597","Here Comes Trouble","Here Comes Trouble","1936","Comedy,Crime"
"tt0027780","nm0368871","I Loved a Soldier","I Loved a Soldier","1936",NULL
"tt0027781","nm0562845","I Married a Doctor","I Married a Doctor","1936","Drama"
"tt0027795","nm0774072","Incognito","Inkognito","1936","Comedy"
"tt0027811","nm0408433","It's You I Want","It's You I Want","1936","Comedy"
"tt0027822","nm0408348","Journey of a Thousand and One Nights","Matatabi senichi-ya","1936","Drama"
"tt0027829","nm0807742,nm0066247","Jungle Jim","Jungle Jim","1937","Adventure"
"tt0027861","nm0715716","Lady Be Careful","Lady Be Careful","1936","Comedy,Music,Romance"
"tt0027868","nm0127511","The Last Outlaw","The Last Outlaw","1936","Western"
"tt0027871","nm0763798","Laughing Irish Eyes","Laughing Irish Eyes","1936","Comedy,Romance,Sport"
"tt0028029","nm0341486","Next Time We Love","Next Time We Love","1936","Drama,Romance"
"tt0028091","nm0235066","Pay As You Exit","Pay As You Exit","1936","Comedy,Family,Short"
"tt0028095","nm0253065","Pescadores e Pescarias","Pescadores e Pescarias","1936","Documentary"
"tt0028098","nm0404431","Phantom Patrol","Phantom Patrol","1936","Action,Adventure,Crime"
"tt0028103","nm0124877","Pigskin Parade","Pigskin Parade","1936","Comedy,Musical,Sport"
"tt0028176","nm0054787,nm0896826","Rhodes","Rhodes of Africa","1936","Biography"
"tt0028223","nm0387791","Schatten der Vergangenheit","Schatten der Vergangenheit","1936","Drama"
"tt0028251","nm0853028","Silver Spurs","Silver Spurs","1936","Action,Romance,Western"
"tt0028252","nm0657162","Sinbad","Sinbad","1936",NULL
"tt0028261","\N","Siétamo","Siétamo","1936","Documentary,Short,War"
"tt0028266","nm0391750","Sleepy Time","Sleepy Time","1936","Musical,Short"
"tt0028329","nm0190516","Sutter's Gold","Sutter's Gold","1936","Western"
"tt0028342","nm0384616","Taming the Wild","Taming the Wild","1936","Comedy,Drama,Romance"
"tt0028358","nm0580017","Things to Come","Things to Come","1936","Drama,Sci-Fi,War"
"tt0028381","nm0282984","Till We Meet Again","Till We Meet Again","1936","Drama,Romance,War"
"tt0028409","nm0094801","Thirty Seconds of Love","30 secondi d'amore","1936","Comedy,Romance"
"tt0028443","nm0695937","Under Your Spell","Under Your Spell","1936","Comedy,Music,Romance"
"tt0028508","nm0166730","Wildcat Trooper","Wildcat Trooper","1936","Action,Adventure,Western"
"tt0028590","nm0216941","Asturias para España","Asturias para España","1937","Documentary,Short,War"
"tt0028594","nm0256586","Die Austernlilli","Die Austernlilli","1937",NULL
"tt0028596","nm0359310,nm0724543","The Avenging Hand","The Avenging Hand","1936","Crime,Drama"
"tt0028659","nm0763453","Breakfast for Two","Breakfast for Two","1937","Comedy,Romance"
"tt0028660","nm0141085","Breezing Home","Breezing Home","1937","Crime,Drama,Music"
"tt0028702","\N","El cerco de Huesca","El cerco de Huesca","1937","Documentary,Short,War"
"tt0028743","nm0103975","Counsel for Crime","Counsel for Crime","1937","Crime,Drama,Romance"
"tt0028782","nm0480046","The Devil Is Driving","The Devil Is Driving","1937","Drama"
"tt0028795","nm0107543","The Dominant Sex","The Dominant Sex","1937","Comedy"
"tt0028913","nm0361068","Gabriele: eins, zwei, drei","Gabriele: eins, zwei, drei","1937",NULL
"tt0028945","nm0890085","Good Morning, Boys","Good Morning, Boys","1937","Comedy"
"tt0028986","nm0437356","Heart of the Rockies","Heart of the Rockies","1937","Action,Comedy,Drama"
"tt0028999","nm0762616","High Hat","High Hat","1937","Comedy,Music,Romance"
"tt0029014","nm0864006","The Holy Terror","The Holy Terror","1937","Drama"
"tt0029142","nm0385872","Liebling der Matrosen","Liebling der Matrosen","1937",NULL
"tt0029204","nm0928108","The Man Without a Country","The Man Without a Country","1937","Drama,Short"
"tt0029233","nm0454734","Merry Comes to Town","Merry Comes to Town","1937","Comedy"
"tt0029304","nm0572235","News for the Navy","News for the Navy","1937","Short"
"tt0029374","nm0172151","Paradise Isle","Paradise Isle","1937","Adventure,Drama,Music"
"tt0029434","\N","Postais do Minho","Postais do Minho","1937","Documentary"
"tt0029524","nm0220131","Silence of the Forest","Das Schweigen im Walde","1937","Drama"
"tt0029582","nm0782947","Smoke Tree Range","Smoke Tree Range","1937","Western"
"tt0029636","nm0166058","Talent Scout","Talent Scout","1937","Drama,Musical,Romance"
"tt0029637","nm0715346","Talk of the Devil","Talk of the Devil","1936","Crime,Drama"
"tt0029647","nm0303120","Thank You, Madame","Opernring","1936",NULL
"tt0029679","nm0391750","Too Many Wives","Too Many Wives","1937","Comedy"
"tt0029706","nm0245213","Dance Program","Un carnet de bal","1937","Drama"
"tt0029734","nm0928214","Victoria the Great","Victoria the Great","1937","Drama,History"
"tt0029771","nm0715346","Who's Your Lady Friend?","Who's Your Lady Friend?","1937","Comedy"
"tt0029780","nm0172485","The Wildcatter","The Wildcatter","1937","Drama"
"tt0029785","nm0776838,nm0874497","Wings of the Morning","Wings of the Morning","1937","Drama,Romance"
"tt0029799","nm0190516","The Wrong Road","The Wrong Road","1937","Crime,Drama"
"tt0029810","nm0329574","Young Dynamite","Young Dynamite","1937","Crime,Drama"
"tt0029819","nm0802862","To New Shores","Zu neuen Ufern","1937","Drama"
"tt0025942","nm0674398","Fair of the Dove","La verbena de la Paloma","1935","Musical"
"tt0026045","nm0524995","Age of Indiscretion","Age of Indiscretion","1935","Drama,Romance"
"tt0026093","nm0090007","Bad Boy","Bad Boy","1935","Comedy,Drama,Romance"
"tt0026142","nm0045800","Broadway Gondolier","Broadway Gondolier","1935","Comedy,Musical,Romance"
"tt0026205","nm0307819","China Seas","China Seas","1935","Action,Adventure,Drama"
"tt0026219","nm0648897","Los claveles","Los claveles","1936","Comedy"
"tt0026285","nm0806143","A Dog of Flanders","A Dog of Flanders","1935","Drama"
"tt0026382","nm0774256","Fredløs","Fredløs","1935",NULL
"tt0026464","nm0583206","Hangmen, Women and Soldiers","Henker, Frauen und Soldaten","1935","Drama,Romance,War"
"tt0026491","nm0485943","Hooray for Love","Hooray for Love","1935","Comedy,Musical"
"tt0026500","nm0921195","Hundred Days","Hundert Tage","1935","Drama"
"tt0026567","nm0102908","Kid Courageous","Kid Courageous","1935","Action,Western"
"tt0026600","\N","Lamego","Lamego","1935","Documentary"
"tt0026609","nm0861703","Last of the Pagans","Last of the Pagans","1935","Adventure,Drama,Romance"
"tt0026653","nm0857949","The Lottery Lover","The Lottery Lover","1935","Comedy,Music,Romance"
"tt0026663","nm0005713","Mad Love","Mad Love","1935","Horror,Romance,Sci-Fi"
"tt0026688","nm0397678","Mary Burns, Fugitive","Mary Burns, Fugitive","1935","Drama"
"tt0026706","nm0789313","Mickey's Fire Brigade","Mickey's Fire Brigade","1935","Animation,Comedy,Family"
"tt0026716","nm0564971","Millions in the Air","Millions in the Air","1935","Comedy"
"tt0026758","nm0908234","The Mystery of Edwin Drood","The Mystery of Edwin Drood","1935","Drama,Horror,Mystery"
"tt0026830","nm0003226","Orizuru Osen","Orizuru Osen","1935","Drama"
"tt0026875","nm0153713","Poker at Eight","Poker at Eight","1935","Comedy,Short"
"tt0026876","nm0363235,nm0006278","Die Pompadour","Die Pompadour","1935",NULL
"tt0026896","nm0537781","The Public Life of Henry the Ninth","The Public Life of Henry the Ninth","1935","Comedy"
"tt0026899","nm0552609","Punks Arrives from America","Punks kommt aus Amerika","1935",NULL
"tt0026915","nm0528894","Reckless Roads","Reckless Roads","1935","Drama"
"tt0026917","nm0496505","Red Hot Tires","Red Hot Tires","1935","Crime,Drama"
"tt0026972","nm0250038","Scrooge","Scrooge","1935","Drama,Family,Fantasy"
"tt0026975","nm0628345","Secrets of Chinatown","Secrets of Chinatown","1935","Crime,Mystery,Thriller"
"tt0027006","nm0384616","Six Gun Justice","Six Gun Justice","1935","Western"
"tt0030777","nm0712748","The Speed Reporter","The Speed Reporter","1936","Action,Crime,Drama"
"tt0030890","nm0275034,nm0314777","The Three Wishes","I tre desideri","1937","Comedy,Romance"
"tt0127891","nm0774256","Sjette trækning","Sjette trækning","1936",NULL
"tt0124133","nm0390479","Sol over Danmark","Sol over Danmark","1936","Family,Romance"
"tt0138186","nm0414985","Warum lügt Fräulein Käthe?","Warum lügt Fräulein Käthe?","1935",NULL
"tt0140843","nm0018944","La belle au bois dormant","La belle au bois dormant","1935","Short"
"tt0141764","nm0176470","Os Ranchos de Braga e Esposende","Os Ranchos de Braga e Esposende","1935","Documentary"
"tt0142206","nm0311174","Address Unknown","Címzett ismeretlen","1935","Comedy"
"tt0142674","nm0487237","Music Hath Charms","Music Hath Charms","1936","Animation,Short"
"tt0145718","nm0593632,nm0761770","Cock o' the North","Cock o' the North","1935","Comedy,Musical"
"tt0151063","nm0012540","Insaaf","Insaaf","1937",NULL
"tt0152239","nm0841324","Rozvod pani Evy","Rozvod pani Evy","1937",NULL
"tt0152324","\N","Scrappy's Big Moment","Scrappy's Big Moment","1935","Animation,Short"
"tt0128844","nm0779131","Windjammer","Windjammer","1937","Adventure,Crime,Drama"
"tt0128993","nm0556549","Children of the Revolution","Doch partizana","1936","Drama"
"tt0128994","nm0503615,nm0242275","China Strikes Back","China Strikes Back","1937","Documentary,Short"
"tt0134136","nm0876343","Struggle for the House of Heikkila","Taistelu Heikkilän talosta","1936","Drama"
"tt0138600","nm0051019","Tomi","Tomi, a megfagyott gyermek","1936","Drama"
"tt0144970","nm0533073","Home Run on the Keys","Home Run on the Keys","1937","Music,Short,Sport"
"tt0149607","nm0012540","Ailane Jung","Ailane Jung","1936",NULL
"tt0150537","nm0608487,nm0856056","The Feud","The Feud","1936","Animation,Short"
"tt0153715","nm0330207,nm0856056,nm0205074","The Western Trail","The Western Trail","1936","Animation,Short"
"tt0154431","nm0376221","Du Barry Did All Right","Du Barry Did All Right","1937","Comedy,Musical,Short"
"tt0155305","nm0888782","Uilenspiegel Still Lives","Uilenspiegel leeft nog","1935","Comedy"
"tt0158888","nm0454734","Reasonable Doubt","Reasonable Doubt","1936","Drama"
"tt0158967","nm0005731","Les soeurs Hortensia","Les soeurs Hortensia","1935",NULL
"tt0155865","nm0059400","Maya","Maya","1936","Drama,Romance"
"tt0156121","nm0080151","Talkie of Talkies","Talkie of Talkies","1937","Drama"
"tt0157056","nm0097867","Sonar Sansar","Sonar Sansar","1936",NULL
"tt0160803","nm0845395","Les réprouvés","Les réprouvés","1937","War"
"tt0162459","\N","Major Google","Major Google","1936","Animation,Short"
"tt0167985","nm0371463","Highland Fling","Highland Fling","1936",NULL
"tt0168997","nm0076368","Marthe Richard","Marthe Richard au service de la France","1937","Drama"
"tt0170172","nm0447217,nm0099676","La loupiote","La loupiote","1937",NULL
"tt0170212","nm0238810","Maman Colibri","Maman Colibri","1937",NULL
"tt0174162","nm0946391","A Rented Riot","A Rented Riot","1937","Comedy,Short"
"tt0174461","nm0777706","Alpine Cabaret","Alpine Cabaret","1937","Musical,Short"
"tt0174690","nm0285551","Going Places with Lowell Thomas, #12","Going Places with Lowell Thomas, #12","1935","Documentary,Short"
"tt0174696","nm0285551","Going Places with Lowell Thomas, #18","Going Places with Lowell Thomas, #18","1936","Documentary,Short"
"tt0175338","nm0332531","Would You Be Willing?","Would You Be Willing?","1935","Short"
"tt0127944","\N","Um Passeio a S. Jacinto","Um Passeio a S. Jacinto","1936","Documentary"
"tt0175851","nm0904706","Listopad","Listopad","1935","Mystery,Romance,Short"
"tt0128056","\N","Aspectos de Lisboa","Aspectos de Lisboa","1937","Documentary"
"tt0128115","nm0182036","Chegada a Lisboa dos Trimotores de Bombardeamento","Chegada a Lisboa dos Trimotores de Bombardeamento","1937","Documentary"
"tt0128825","\N","Vidago e Pedras Salgadas","Vidago e Pedras Salgadas","1936","Documentary"
"tt0182174","nm0285551","Going Places with Lowell Thomas, #27","Going Places with Lowell Thomas, #27","1936","Documentary,Short"
"tt0182185","nm0285551","Going Places with Lowell Thomas, #39","Going Places with Lowell Thomas, #39","1937","Documentary,Short,Sport"
"tt0182234","nm0154374,nm0800373","Hollywood Screen Test","Hollywood Screen Test","1937","Short"
"tt0182541","nm0285551","You Can't Get Away with It","You Can't Get Away with It","1936","Crime,Documentary,Short"
"tt0183228","nm0173017","Ignace","Ignace","1937","Comedy"
"tt0189103","nm0274740","Sol de primavera","Sol de primavera","1937","Crime,Fantasy,Musical"
"tt0189535","nm0003593","Friend Indeed","Friend Indeed","1937","History,Short"
"tt0193494","nm0477087","Shandong Xiangma","Shandong Xiangma","1936",NULL
"tt0194022","nm0950680","Hu zhu zhi ye","Hu zhu zhi ye","1936",NULL
"tt0192241","nm0158423","Li hua luo","Li hua luo","1936",NULL
"tt0250717","nm0693398","Les secrets de la Mer Rouge","Les secrets de la Mer Rouge","1937",NULL
"tt0197654","nm0918048","La madone de l'atlantique","La madone de l'atlantique","1936",NULL
"tt0197971","nm0238810","Troïka sur la piste blanche","Troïka sur la piste blanche","1937",NULL
"tt0204169","nm0552871","Black Roses","Black Roses","1936","Drama"
"tt0204864","nm0322178","Un bacio a fior d'acqua","Un bacio a fior d'acqua","1936","Comedy,Drama"
"tt0213298","nm0712748","La última cita","La última cita","1936","Comedy,Drama,Romance"
"tt0214786","nm0727999","In Love at 40","In Love at 40","1935","Comedy,Short"
"tt0214858","nm0317308","Kisan Kanya","Kisan Kanya","1937","Drama"
"tt0225557","nm0667230","Doña Malinche","Doña Malinche","1935","Drama"
"tt0234997","nm0329574","Vocalizing","Vocalizing","1936","Comedy,Short"
"tt0236428","nm0142056","Liebe auf Bretteln","Liebe auf Bretteln","1935","Comedy"
"tt0247758","nm0621265","Tara Sasankam","Tara Sasankam","1936",NULL
"tt0199431","nm0288408","Crimen a las tres","Crimen a las tres","1935",NULL
"tt0205414","nm0508528","Si ben","Si ben","1937",NULL
"tt0211203","nm0782597","Asegure a su mujer","Asegure a su mujer","1935","Comedy"
"tt0213186","nm0201963","Rajgee","Rajgee","1937",NULL
