" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0028695","nm0166058","The Case of the Stuttering Bishop","The Case of the Stuttering Bishop","1937","Crime,Drama,Mystery"
"tt0028720","nm0749596","Cirugía y recuperación","Cirugía y recuperación","1937","Documentary,Short,War"
"tt0028727","nm0184005","Clothes and the Woman","Clothes and the Woman","1937","Comedy,Romance"
"tt0028741","nm0657535","The Black Corsair","Il corsaro nero","1938","Drama,Romance"
"tt0028796","nm0789313","Don Donald","Don Donald","1937","Animation,Comedy,Family"
"tt0028843","nm0840042","Every Day's a Holiday","Every Day's a Holiday","1937","Comedy"
"tt0028869","nm0170973","A Fight to the Finish","A Fight to the Finish","1937","Drama"
"tt0028873","nm0502752","The Firefly","The Firefly","1937","History,Musical,Romance"
"tt0028897","nm0195655","The Castiglioni Brothers","I fratelli Castiglioni","1937","Comedy"
"tt0028949","nm0520419","The Grand Hooter","The Grand Hooter","1937","Comedy,Short"
"tt0028963","nm0812651","La guerra en España","La guerra en España","1937","Documentary,Short,War"
"tt0028965","nm0479299","Guerrillas del teatro","Guerrillas del teatro","1937","Documentary,Short,War"
"tt0029020","nm0782947","Hopalong Rides Again","Hopalong Rides Again","1937","Western"
"tt0029046","nm0281487","The Impractical Joker","The Impractical Joker","1937","Animation,Comedy,Family"
"tt0029148","nm0411208","Little Buck Cheeser","Little Buck Cheeser","1937","Animation,Family,Sci-Fi"
"tt0029200","nm0520419","Man Bites Lovebug","Man Bites Lovebug","1937","Comedy,Short"
"tt0029282","nm0460667,nm0281487","My Artistical Temperature","My Artistical Temperature","1937","Animation,Comedy,Family"
"tt0029285","nm0006943","My Little Feller","My Little Feller","1937","Comedy,Short"
"tt0029384","nm0281487","Peeping Penguins","Peeping Penguins","1937","Animation,Comedy,Family"
"tt0029428","nm0163332","Porky's Hero Agency","Porky's Hero Agency","1937","Animation,Comedy,Family"
"tt0029499","nm0886754","Rosalie","Rosalie","1937","Drama,Musical"
"tt0029517","nm0453245","Saturday's Heroes","Saturday's Heroes","1937","Drama,Romance,Sport"
"tt0029574","nm0520419","The Sitter Downers","The Sitter Downers","1937","Comedy,Short"
"tt0029587","nm0141085","Some Blondes Are Dangerous","Some Blondes Are Dangerous","1937","Drama"
"tt0029648","nm0287988","Thank You, Mr. Moto","Thank You, Mr. Moto","1937","Adventure,Crime,Drama"
"tt0029652","nm0003422","That Man's Here Again","That Man's Here Again","1937","Comedy,Drama,Romance"
"tt0029728","nm0520419","What Price Vengeance","What Price Vengeance","1937","Action,Adventure,Crime"
"tt0029745","nm0006943","Wallaby Jim of the Islands","Wallaby Jim of the Islands","1937","Adventure,Drama,Music"
"tt0029775","nm0485943","Wife, Doctor and Nurse","Wife, Doctor and Nurse","1937","Comedy,Romance"
"tt0029793","nm0846505","The Women Men Marry","The Women Men Marry","1937","Drama"
"tt0029807","nm0940499","You Live and Learn","You Live and Learn","1937","Comedy"
"tt0029848","nm0235066","Aladdin's Lantern","Aladdin's Lantern","1938","Comedy,Family,Musical"
"tt0029962","nm0257638","Call the Mesquiteers","Call the Mesquiteers","1938","Action,Adventure,Western"
"tt0030030","nm0814826","Crispino e la comare","Crispino e la comare","1938",NULL
"tt0030042","nm0940499","The Dark Stairway","The Dark Stairway","1938","Crime"
"tt0030118","nm0369250","Farinet ou l'or dans la montagne","Farinet ou l'or dans la montagne","1939",NULL
"tt0030122","nm0342417","Federal Man-Hunt","Federal Man-Hunt","1938","Crime,Drama,Romance"
"tt0030125","nm0883334","Black Diamonds","Fekete gyémántok","1938","Drama"
"tt0030153","nm0804565","Art for Art's Sake","Fram för framgång","1938","Comedy"
"tt0030198","nm0460667,nm0281487","Goonland","Goonland","1938","Animation,Comedy,Family"
"tt0030232","nm0235066","Hide and Shriek","Hide and Shriek","1938","Comedy,Family,Short"
"tt0030248","nm0270765","How to Figure Income Tax","How to Figure Income Tax","1938","Comedy,Short"
"tt0030286","nm0281487,nm0460667","The Jeep","The Jeep","1938","Animation,Comedy,Short"
"tt0030287","nm0943758","Jezebel","Jezebel","1938","Drama,Romance"
"tt0030302","nm0191899","Just Around the Corner","Just Around the Corner","1938","Comedy,Musical"
"tt0030330","nm0913773,nm0149271","Kobiety nad przepascia","Kobiety nad przepascia","1938","Drama"
"tt0030367","nm0002061","Lightning Conductor","Lightning Conductor","1938","Comedy"
"tt0030451","nm0013605","Los millones de Chaflán","Los millones de Chaflán","1938","Comedy,Drama"
"tt0030562","nm0864006","Passport Husband","Passport Husband","1938","Comedy"
"tt0030625","nm0523893","Prison Break","Prison Break","1938","Crime,Drama"
"tt0030673","nm0940499","The Return of Carol Deane","The Return of Carol Deane","1938","Crime,Drama"
"tt0030679","nm0778306","Rich Man, Poor Girl","Rich Man, Poor Girl","1938","Comedy,Drama,Romance"
"tt0030737","nm0408348","Shadows of Darkness","Yami no kagebôshi","1938",NULL
"tt0030813","nm0345500","Il suo destino","Il suo destino","1938",NULL
"tt0030891","nm0759426","Tre fratelli in gamba","Tre fratelli in gamba","1939",NULL
"tt0030923","nm0652302","Vachan","Vachan","1938",NULL
"tt0030926","nm0018136","The Widow","La vedova","1939","Drama"
"tt0030949","nm0890567,nm0890574","Volochayevskiye dni","Volochayevskiye dni","1938","Drama,History,War"
"tt0030965","nm0360253","What a Lion!","What a Lion!","1938","Animation,Comedy,Family"
"tt0030974","nm0058270","Who Killed Gail Preston?","Who Killed Gail Preston?","1938","Crime,Drama,Mystery"
"tt0031082","nm0711855","Barricade","Barricade","1939","Adventure,Drama,Romance"
"tt0031097","nm0523893","The Big Guy","The Big Guy","1939","Crime,Drama,Romance"
"tt0031123","nm0317695","La bruja de la cueva","La bruja de la cueva","1939","Animation,Short"
"tt0031144","nm0076368","Love Cavalcade","Cavalcade d'amour","1939","Drama,History,Romance"
"tt0031151","nm0007220","Chasing Danger","Chasing Danger","1939","Action,Adventure"
"tt0031195","nm0035530","El cuerpo de Ejército de Galicia","El cuerpo de Ejército de Galicia","1939","Documentary,Short,War"
"tt0031203","nm0800373","Dancing Co-Ed","Dancing Co-Ed","1939","Comedy,Music,Romance"
"tt0031214","nm0329574","The Day the Bookies Wept","The Day the Bookies Wept","1939","Comedy"
"tt0031218","nm0294094","Dangerous Masquerade","Dead Men Are Dangerous","1939","Crime,Drama"
"tt0031219","nm0531674","Dead Men Tell No Tales","Dead Men Tell No Tales","1938","Crime,Thriller"
"tt0031238","nm0625984","Doktor Aybolit","Doktor Aybolit","1938","Family"
"tt0031239","nm0691947","On a Sunday Afternoon","Un domingo en la tarde","1938","Drama"
"tt0031298","nm0000923","Fast and Furious","Fast and Furious","1939","Comedy,Crime,Musical"
"tt0031317","nm0484645","Fixer Dugan","Fixer Dugan","1939","Drama"
"tt0031328","nm0736610","For Love or Money","For Love or Money","1939","Comedy,Crime,Drama"
"tt0031358","nm0117932","A Regular Fellow","Ein ganzer Kerl","1939",NULL
"tt0031371","nm0385171","Girl from Rio","Girl from Rio","1939","Action,Crime,Music"
"tt0031385","nm0291548,nm0939992","Goodbye, Mr. Chips","Goodbye, Mr. Chips","1939","Drama,Romance"
"tt0031386","nm0400056","Goofy and Wilbur","Goofy and Wilbur","1939","Animation,Comedy,Family"
"tt0031393","nm0831720","The Great Victor Herbert","The Great Victor Herbert","1939","Biography,Music,Musical"
"tt0031395","nm0197900","Gryr i Norden","Gryr i Norden","1939","Drama"
"tt0031413","nm0377431,nm0281487","Hello How Am I","Hello How Am I","1939","Animation,Comedy,Family"
"tt0031416","nm0062183","Her Little Majesty","Hennes lilla majestät","1939","Comedy,Drama,Romance"
"tt0031450","nm0730018","The Housekeeper's Daughter","The Housekeeper's Daughter","1939","Comedy"
"tt0031462","nm0641045,nm0491504","I dag begynder livet","I dag begynder livet","1939","Comedy,Crime"
"tt0031492","\N","Internationally Yours","Internationally Yours","1939",NULL
"tt0031692","nm0153713","Mutiny on the Body","Mutiny on the Body","1939","Comedy,Short"
"tt0031740","nm0572235","The Obedient Flame","The Obedient Flame","1939","Documentary,Short"
"tt0031816","nm0163332","Porky's Tire Trouble","Porky's Tire Trouble","1939","Animation,Comedy,Family"
"tt0031852","nm0498584","Return of the Cisco Kid","Return of the Cisco Kid","1939","Western"
"tt0031868","nm0826094","Robert Koch, der Bekämpfer des Todes","Robert Koch, der Bekämpfer des Todes","1939","Biography,Drama,History"
"tt0031892","nm0894204","Salonwagen E 417","Salonwagen E 417","1939","Drama"
"tt0031910","nm0942007","See Your Doctor","See Your Doctor","1939","Comedy,Short"
"tt0031936","nm0281487","Small Fry","Small Fry","1939","Animation,Comedy,Family"
"tt0032010","nm0272059","Tell No Tales","Tell No Tales","1939","Crime,Drama,Mystery"
"tt0032141","nm0342417","A Woman Is the Judge","A Woman Is the Judge","1939","Drama"
"tt0032145","nm0943758","Wuthering Heights","Wuthering Heights","1939","Drama,Romance"
"tt0032151","nm0281487","Yip-Yip-Yippy","Yip-Yip-Yippy","1939","Animation,Comedy,Short"
"tt0033043","nm0052217","Shipyard Sally","Shipyard Sally","1939","Comedy,Musical"
"tt0126294","nm0329574","False Roomers","False Roomers","1938","Comedy,Short"
"tt0127435","\N","Aspectos Militares","Aspectos Militares","1937","Documentary"
"tt0127748","\N","O Ramalhão","O Ramalhão","1937","Documentary"
"tt0128068","nm0896675","Bailados","Bailados","1937","Documentary"
"tt0128101","nm0896675","Carnaval Infantil no Paris","Carnaval Infantil no Paris","1937","Documentary"
"tt0128180","\N","Em Cruzeiro aos Açores pela Ilha da Madeira","Em Cruzeiro aos Açores pela Ilha da Madeira","1937","Documentary"
"tt0128388","nm0592056","Paisagens Alentejanas","Paisagens Alentejanas","1937","Documentary"
"tt0129126","\N","Grupo de Defesa Submarina de Costa","Grupo de Defesa Submarina de Costa","1939","Documentary"
"tt0129241","nm0578933","Modas de 1939","Modas de 1939","1939","Documentary"
"tt0129317","\N","Primeira Disputa da Taça Salazar","Primeira Disputa da Taça Salazar","1939","Documentary"
"tt0151254","nm0365489,nm0332441","Krazy's Race of Time","Krazy's Race of Time","1937","Animation,Short"
"tt0137953","nm0006138","Mies Marseillesta","Mies Marseillesta","1937","Adventure,Comedy"
"tt0138195","\N","The Wizard of Oz","The Wizard of Oz","1938","Animation,Short"
"tt0142740","nm0487237","Ostrich Feathers","Ostrich Feathers","1937","Animation,Short"
"tt0143749","nm0072328","Ballerina","La mort du cygne","1937","Drama,Fantasy,Music"
"tt0144798","nm0153713","Boom Goes the Groom","Boom Goes the Groom","1939","Comedy,Short"
"tt0146411","nm0204190","The Air Hostess","The Air Hostess","1937","Animation,Comedy,Short"
"tt0147467","nm0260871","Sex Madness","Sex Madness","1938","Drama"
"tt0153891","nm0711197","The Wolf's Side of the Story","The Wolf's Side of the Story","1938","Animation,Short"
"tt0155130","nm0022700","Saathi","Saathi","1938",NULL
"tt0160149","nm0499722,nm0002193","L'affaire du courrier de Lyon","L'affaire du courrier de Lyon","1937","Drama,History"
"tt0161976","nm0882190","The Sign of Death","El signo de la muerte","1939","Drama,Horror,Mystery"
"tt0162061","nm0102424","Such Is My Country","¡Así es mi tierra!","1937","Comedy,Drama"
"tt0164118","nm0756322","O noapte de pomina","O noapte de pomina","1939","Comedy"
"tt0137029","nm0433953","Isoviha","Isoviha","1939","History"
"tt0148063","nm0121195","Devil's Rock","Devil's Rock","1938","Drama,Musical"
"tt0149329","nm0735305","Varjú a toronyórán","Varjú a toronyórán","1938",NULL
"tt0150150","\N","The Clock Goes Round and Round","The Clock Goes Round and Round","1937","Animation,Short"
"tt0150807","nm0724858","L'habit vert","L'habit vert","1937","Comedy"
"tt0151717","nm0888595,nm0473603","Nasi furianti","Nasi furianti","1937","Comedy"
"tt0175186","nm0147495","Snow Follies","Snow Follies","1939","Music,Short"
"tt0169971","nm0700259","La griffe du hasard","La griffe du hasard","1937",NULL
"tt0170207","nm0531674","Make It Three","Make It Three","1938",NULL
"tt0169121","nm0085286","The Penny Pool","The Penny Pool","1937","Comedy"
"tt0169660","nm0205317","Calling All Ma's","Calling All Ma's","1937","Comedy"
"tt0175334","nm0777706","With Best Dishes","With Best Dishes","1939","Musical,Short"
"tt0179856","nm0124571","La honradez es un estorbo","La honradez es un estorbo","1937","Comedy,Drama"
"tt0180047","nm0786470","Perjurer","Perjura","1938","Drama,Romance"
"tt0172133","nm0323679","Aripi Românesti","Aripi Românesti","1939","Documentary"
"tt0190492","nm0329574","The Jitters","The Jitters","1938","Comedy,Short"
"tt0193116","nm0477087","Du Shiniang Nu Chen Baibao Xiang","Du Shiniang Nu Chen Baibao Xiang","1939","Drama"
"tt0193476","nm0477087","Ruci Renjian","Ruci Renjian","1937","Drama"
"tt0193907","nm0950680","Er nu ying xiong zhuan","Er nu ying xiong zhuan","1938",NULL
"tt0191084","nm0396789","Les deux combinards","Les deux combinards","1938","Comedy"
"tt0191150","nm0943313","Gargousse","Gargousse","1938","Comedy"
"tt0192020","nm0158423","Fengsao Boshi","Fengsao Boshi","1939","Comedy"
"tt0230065","nm0584958","Caminos de ayer","Caminos de ayer","1938","Drama,Thriller"
"tt0204807","nm0350022,nm0124571","Amapola del camino","Amapola del camino","1937","Drama,Musical"
"tt0213522","nm0220820","Billi","Billi","1938",NULL
"tt0214156","nm0220846,nm0766067","Sri Thyagaraja","Sri Thyagaraja","1937",NULL
"tt0215631","nm0817069","Cold Facts","Cold Facts","1938",NULL
"tt0216297","nm0340507","The Trail: Men Against the Snow","The Trail: Men Against the Snow","1937",NULL
"tt0228050","nm0290912","Bar-Rac's Night Out","Bar-Rac's Night Out","1937","Short"
"tt0235762","nm0534864","Sharafi Loot","Sharafi Loot","1937",NULL
"tt0221365","nm0786470","Creole Moon","Luna Criolla","1939","Drama,Romance"
"tt0221919","nm0531674","Double Alibi","Double Alibi","1937","Short"
"tt0233704","nm0421165","The Farm","The Farm","1938","Documentary,Short"
"tt0230301","nm0882190","Men of the Sea","Hombres del mar","1938","Adventure,Drama,Romance"
"tt0230381","nm0309163","John, the Soldier of Vengeance","Juan soldado","1939","Adventure,Drama,War"
"tt0244710","nm0746280","Pepitcha","Pepitcha","1939",NULL
"tt0242670","nm0091380","Meine Tante - deine Tante","Meine Tante - deine Tante","1939",NULL
"tt0247365","nm0902767","Die fremde Frau","Die fremde Frau","1939",NULL
"tt0247390","nm0513655","Boundary Fire","Grenzfeuer","1939",NULL
"tt0247801","nm0621265","Virata Parvam","Virata Parvam","1937",NULL
"tt0249236","nm0105659","Was tun, Sybille?","Was tun, Sybille?","1938",NULL
"tt0245411","nm0618935","Sant Sakkubai","Sant Sakkubai","1937",NULL
"tt0249544","\N","Going Places with Graham McNamee, #60","Going Places with Graham McNamee, #60","1939","Documentary,Short"
"tt0279008","nm0622905","El casamiento de Chichilo","El casamiento de Chichilo","1938","Comedy"
"tt0261532","\N","The Anatomist","The Anatomist","1939","Comedy,Crime"
"tt0253308","nm0671708","Netaji Palkar","Netaji Palkar","1939",NULL
"tt0254707","nm0695173","Porveeran Manaivi","Porveeran Manaivi","1938",NULL
"tt0263527","nm0209504","Kampioenschap van Sint-Kruis","Kampioenschap van Sint-Kruis","1937","Documentary"
"tt0263991","nm0299348","Shirobara wa sakedo","Shirobara wa sakedo","1937",NULL
"tt0266754","nm0714760","Matri Bhoomi","Mathru Bhoomi","1939",NULL
"tt0271067","nm0704841","Modell Lu, der Lebensweg eines Hutes","Modell Lu, der Lebensweg eines Hutes","1939","Comedy,Short"
"tt0273103","nm0097887","Badi Bahen","Badi Bahen","1937",NULL
"tt0274593","nm0898521","Jwala","Jwala","1938",NULL
"tt0274907","nm0538297","Street Singer","Street Singer","1938",NULL
"tt0289741","nm0651474","Le monde en armes","Le monde en armes","1939",NULL
"tt0275209","nm0783182","The Will","El azima","1939","Drama,Musical,Romance"
"tt0292498","nm0329574","Dumb's the Word","Dumb's the Word","1937","Comedy,Short"
"tt0299845","nm0698937","En pays neufs","En pays neufs","1937","Documentary"
"tt0415862","\N","Hyacinth Halvey","Hyacinth Halvey","1938","Comedy"
"tt0308205","nm0258477","Eau vive","Eau vive","1938","Drama,Short"
"tt0335235","nm0793646","Four Seasons of Children","Kodomo no shiki","1939","Drama"
"tt0344365","nm0777057","Sport Thrills: Football Giants","Sport Thrills: Football Giants","1938","Documentary,Short,Sport"
"tt0344550","nm0869664","What Do You Think?: Tupapaoo","What Do You Think?: Tupapaoo","1938","Mystery,Short"
"tt0416756","\N","Fun and Games!","Fun and Games!","1938","Musical"
"tt0417039","\N","The Padlock","The Padlock","1938","Comedy"
"tt0422199","nm0475593","Etchan noridasu","Etchan noridasu","1937",NULL
"tt0422268","\N","For Those in Peril","For Those in Peril","1939","Adventure,Short"
"tt0420157","\N","The Selfish Giant","The Selfish Giant","1939","Musical,Short"
"tt0420501","\N","Annajanska, the Bolshevik Empress","Annajanska, the Bolshevik Empress","1939","Romance"
"tt0429899","\N","A Cup of Happiness","A Cup of Happiness","1939","Comedy"
"tt0497223","nm1968971","Ilaw ng langit","Ilaw ng langit","1937","Drama"
"tt0447851","nm0574930","Aviator Shorty","Aviator Shorty","1937","Comedy,Short"
"tt0492332","\N","Fire Company","Pozharna komanda","1938","Documentary,Short"
"tt0433953","\N","Czechoslovakia on Parade","Czechoslovakia on Parade","1938","Documentary,Short"
"tt0435821","\N","Naisenman shuyu no tabi: Manshu hen","Naisenman shuyu no tabi: Manshu hen","1937","Documentary,Short"
"tt0446317","nm0901874","Einquartierung bei Klawunde","Einquartierung bei Klawunde","1938","Short"
"tt0455100","nm0433292","Es wird nichts so fein gesponnen","Es wird nichts so fein gesponnen","1937","Short"
"tt0469260","nm2217563","Anak ng kadiliman","Anak ng kadiliman","1937","Drama,Horror"
"tt0493888","nm0443498","Siemens - Die Welt der Elektrotechnik","Siemens - Die Welt der Elektrotechnik","1937","Documentary,Short"
"tt0494033","nm0349180","Bojarenhochzeit","Bojarenhochzeit","1937","Documentary,Short"
"tt0497282","nm0776369,nm1927673","Vom Uhu und anderen Gesichtern der Nacht","Vom Uhu und anderen Gesichtern der Nacht","1937","Documentary,Short"
"tt0826715","nm0894204","Mia moglie si diverte","Mia moglie si diverte","1938","Comedy"
"tt0764810","\N","Leron-leron sinta","Leron-leron sinta","1939","Romance"
"tt0781079","nm2202640","Rtskili da chianchvela","Rtskili da chianchvela","1938","Animation,Short"
"tt0809430","nm0325809","Forty Million People","Forty Million People","1939","Documentary,Short"
"tt0031273","nm0478303","Entente cordiale","Entente cordiale","1939","Drama"
"tt0900919","\N","Dalagang luksa","Dalagang luksa","1938",NULL
"tt0959332","nm0007855","Onna no kyôshitsu - Chû-kôhen","Onna no kyôshitsu - Chû-kôhen","1939","Drama"
"tt0994921","nm0823864","Screen Snapshots Series 16, No. 12","Screen Snapshots Series 16, No. 12","1937","Documentary,Short,Sport"
"tt1008951","nm0823864","Screen Snapshots Series 18, No. 1","Screen Snapshots Series 18, No. 1","1938","Documentary,Short"
"tt0029024","nm0002179","Hotel Haywire","Hotel Haywire","1937","Comedy"
"tt0029097","nm0635969,nm0845290","As Dream and Shadow...","Kuin uni ja varjo","1937","Drama"
"tt0029123","nm0247504,nm0427659","Law for Tombstone","Law for Tombstone","1937","Western"
"tt0029135","nm0337586","Let's Get Married","Let's Get Married","1937","Comedy,Drama"
"tt0029145","nm0782682","The Life of the Party","The Life of the Party","1937","Comedy,Musical,Romance"
"tt0029152","nm0855150","Little Miss Somebody","Little Miss Somebody","1937","Drama"
"tt0029168","nm0619261","Love Takes Flight","Love Takes Flight","1937","Adventure,Drama,Romance"
"tt0029170","nm0485647","Love and Hisses","Love and Hisses","1937","Comedy,Musical"
"tt0029177","nm0293989","The Lyin' Mouse","The Lyin' Mouse","1937","Animation,Comedy,Family"
"tt0029210","nm0366781","Two Merry Adventurers","Der Mann, der Sherlock Holmes war","1937","Comedy,Crime,Romance"
"tt0029211","nm0256586","The Man Who is Talked About","Der Mann, von dem man spricht","1937","Comedy"
"tt0029248","nm0794973","A Million to One","A Million to One","1937","Action,Drama,Romance"
"tt0029262","nm0496505","Motor Madness","Motor Madness","1937","Action,Drama,Romance"
"tt0029308","nm0614634","Night Club Scandal","Night Club Scandal","1937","Romance,Thriller"
"tt0029378","nm0170973","Parole Racket","Parole Racket","1937","Crime,Drama,Romance"
"tt0029386","nm0568915","Penrod and Sam","Penrod and Sam","1937","Drama"
"tt0029438","nm0800373","Prescription for Romance","Prescription for Romance","1937","Comedy,Romance"
"tt0029511","nm0045800","San Quentin","San Quentin","1937","Drama,Film-Noir"
"tt0029530","nm0066247,nm0807742","Secret Agent X-9","Secret Agent X-9","1937","Action,Adventure,Comedy"
"tt0029575","nm0038089","En sjöman går iland","En sjöman går iland","1937","Comedy"
"tt0029607","nm0080755","Tonight at Eleven","Stasera alle undici","1938","Comedy,Mystery,Thriller"
"tt0029612","nm0737053","Strange Adventures of Mr. Smith","Strange Adventures of Mr. Smith","1937",NULL
"tt0029649","nm0624714","Thanks for Listening","Thanks for Listening","1937","Comedy,Musical,Romance"
"tt0029747","nm0395023","Way Out West","Way Out West","1937","Comedy,Family,Western"
"tt0029789","nm0090007","Woman Chases Man","Woman Chases Man","1937","Comedy,Romance"
"tt0029808","nm0000485","You Only Live Once","You Only Live Once","1937","Crime,Drama,Film-Noir"
"tt0029850","nm0890565,nm0001178","Alexander Nevsky","Aleksandr Nevskiy","1938","Action,Biography,Drama"
"tt0029877","nm0195655","The Dyke","L'argine","1938","Drama"
"tt0029885","nm0500552","Artists and Models Abroad","Artists and Models Abroad","1938","Comedy,Musical,Romance"
"tt0029915","nm0437356","Billy the Kid Returns","Billy the Kid Returns","1938","Comedy,Music,Romance"
"tt0029932","nm0701576","The Country Bride","Bogataya nevesta","1938","Comedy,Musical,Romance"
"tt0029991","nm0847695","Chinetsu","Chinetsu","1938",NULL
"tt0029998","nm0371463","The Claydon Treasure Mystery","The Claydon Treasure Mystery","1938","Crime,Drama,Mystery"
"tt0030032","nm0151404","The Farmer Goes to Town","Dad and Dave Come to Town","1938","Comedy"
"tt0030037","nm0308178","Danger on the Air","Danger on the Air","1938","Crime,Drama,Mystery"
"tt0030068","nm0454790","Donald's Better Self","Donald's Better Self","1938","Animation,Comedy,Family"
"tt0030094","nm0470463,nm0091380","Dyplomatyczna zona","Dyplomatyczna zona","1937",NULL
"tt0030127","nm0656528","The Baker's Wife","La femme du boulanger","1938","Comedy,Drama"
"tt0030183","nm0568915","Girls on Probation","Girls on Probation","1938","Crime,Drama"
"tt0030203","nm0408348","Shusse taikoki","Shusse taikoki","1938",NULL
"tt0030239","nm0550892","Hold That Co-ed","Hold That Co-ed","1938","Comedy,Sport"
"tt0030270","nm0893418","In Old Mexico","In Old Mexico","1938","Action,Adventure,Western"
"tt0030284","nm0825596","Jane Steps Out","Jane Steps Out","1938","Comedy"
"tt0030348","nm0876343","The Song of the Scarlet Flower","Laulu tulipunaisesta kukasta","1938","Drama,Romance"
"tt0030363","nm0872112,nm0459801","Love Letters from the Engadine","Liebesbriefe aus dem Engadin","1938","Comedy"
"tt0030376","nm0850895","Little Pancho Vanilla","Little Pancho Vanilla","1938","Animation,Comedy,Family"
"tt0030420","nm0303120","Marionette","Marionette","1939","Comedy,Romance"
"tt0030455","nm0712639","The Missing Guest","The Missing Guest","1938","Mystery"
"tt0030523","nm0726166","Olympia Part Two: Festival of Beauty","Olympia 2. Teil - Fest der Schönheit","1938","Documentary,Sport"
"tt0030602","nm0850895","Porky at the Crocadero","Porky at the Crocadero","1938","Animation,Comedy,Family"
"tt0030612","nm0163332","Porky's Poppa","Porky's Poppa","1938","Animation,Comedy,Family"
"tt0030613","nm0850895","Porky's Spring Planting","Porky's Spring Planting","1938","Animation,Comedy,Family"
"tt0030622","nm0652974,nm0812827","Betrayal","La principessa Tarakanova","1938","Drama"
"tt0030633","nm0281487","Pudgy and the Lost Kitten","Pudgy and the Lost Kitten","1938","Animation,Comedy,Family"
"tt0030684","nm0112897","Road Demon","Road Demon","1938","Crime,Drama,Sport"
"tt0030706","nm0322481","Coral Reefs","Le récif de corail","1939","Adventure,Drama"
"tt0030743","nm0097648","The Shining Hour","The Shining Hour","1938","Drama,Romance"
"tt0030786","nm0939992","Stablemates","Stablemates","1938","Drama,Sport"
"tt0030824","nm0090007,nm0730018","Swiss Miss","Swiss Miss","1938","Comedy,Musical"
"tt0030828","nm0894204","Der Tag nach der Scheidung","Der Tag nach der Scheidung","1938","Comedy"
"tt0030975","nm0850895","Wholly Smoke","Wholly Smoke","1938","Animation,Comedy,Family"
"tt0030986","nm0385171","Women in Prison","Women in Prison","1938","Action,Crime,Drama"
"tt0031041","nm0103855","L'amore si fa così","L'amore si fa così","1939","Comedy,Romance"
"tt0031053","nm0836687","Der arme Millionär","Der arme Millionär","1939","Comedy"
"tt0031083","nm0198246,nm0362041","Bars and Stripes Forever","Bars and Stripes Forever","1939","Animation,Comedy,Family"
"tt0031164","nm0627864","Code of the Cactus","Code of the Cactus","1939","Western"
"tt0031178","nm0890085","Convict 99","Convict 99","1938","Comedy"
"tt0031229","nm0502567","The Devil's Daughter","The Devil's Daughter","1939","Drama,Horror"
"tt0031252","nm0000406","Drums Along the Mohawk","Drums Along the Mohawk","1939","Drama,History,Romance"
"tt0846854","nm2364460","Aizu no musumetachi","Aizu no musumetachi","1939",NULL
"tt0026719","\N","Mira, Terra de Pescadores","Mira, Terra de Pescadores","1937","Documentary"
"tt0028028","nm0266691,nm0411632","Atarashiki tsuchi","Atarashiki tsuchi","1937","Drama,Romance"
"tt0028540","nm0090007","23 1/2 Hours Leave","23 1/2 Hours Leave","1937","Comedy,Music,War"
"tt0028583","nm0627864","Arizona Gunfighter","Arizona Gunfighter","1937","Action,Western"
"tt0028603","nm0484645","The Man Who Found Himself","The Man Who Found Himself","1937","Drama"
"tt0028616","nm0857949","Beg, Borrow or Steal","Beg, Borrow or Steal","1937","Comedy,Romance"
"tt0028629","nm0932625","Big Fella","Big Fella","1937","Drama,Musical"
"tt0028636","nm0117275","The Black Tulip","The Black Tulip","1937","Drama"
"tt0028637","nm0384616","Blake of Scotland Yard","Blake of Scotland Yard","1937","Adventure,Crime,Sci-Fi"
"tt0028643","nm0239628,nm1178499","Bolshie krylya","Bolshie krylya","1937","Drama"
"tt0028658","nm0801805","Bra mennesker","Bra mennesker","1937","Drama,Romance"
"tt0028761","nm0695937","Danger - Love at Work","Danger - Love at Work","1937","Comedy,Romance"
"tt0028799","nm0127511","Don't Tell the Wife","Don't Tell the Wife","1937","Comedy"
"tt0028802","nm0627864","Doomed at Sundown","Doomed at Sundown","1937","Action,Western"
"tt0028805","nm0304221","Double Crime in the Maginot Line","Double crime sur la ligne Maginot","1937","Drama"
"tt0028810","nm0194492","Dreaming Lips","Dreaming Lips","1937","Drama"
"tt0028821","nm0782804","Girl's Start","Egy lány elindul","1937","Comedy"
"tt0028836","nm0532187","Escape by Night","Escape by Night","1937","Action,Adventure,Crime"
"tt0028860","nm0952610","Hands Off Me!","Fermo con le mani","1937","Comedy"
"tt0028943","nm0507390,nm0309163","The Gold Racket","The Gold Racket","1937","Crime,Drama,Film-Noir"
"tt0028951","nm0743099,nm0054787","Silent Barriers","The Great Barrier","1937","Action,Drama"
"tt0028958","nm0097648","Green Light","Green Light","1937","Drama,Romance"
"tt0028984","nm0779131","Headin' East","Headin' East","1937","Western"
"tt0029012","nm0397227","Hollywood Stadium Mystery","Hollywood Stadium Mystery","1938","Mystery,Romance,Sport"
"tt0031287","nm0005847","Ex-Champ","Ex-Champ","1939","Drama"
"tt0031288","nm0308178","Exile Express","Exile Express","1939","Drama"
"tt0031305","nm0627864","Fighting Mad","Fighting Mad","1939","Adventure"
"tt0031336","nm0002031","Four Wives","Four Wives","1939","Drama,Romance"
